code,water_source_type,inspecting_agency,inspection_date,distance_to_settlement,date_source_established,latitude,longitude,permanent,months_used,functioning,reason_for_non_functioning,number_of_human_using_source,number_of_camel_using_source,number_of_cattle_using_source,number_of_shoats_using_source,number_of_hectares_irrigated_using_source,source_protected,berkad_depth,berkad_length,berkad_width,other_source_yield,number_of_animal_troughs,source_used_for_water_trucking,number_of_trucks_per_day,supply_system_condition,supply_system_condition_description,wsc_date_of_establishment,last_intervention_description,last_intervention_date,metadata_tag
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-18,2.0,18/06/2017,2.8004534,44.0815267,no,12,Yes,,1500,,,,,,,,,,,,,good,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-31,2.0,31/03/2003,-0.3627523,42.540807,yes,,Yes,,1000,0,0,0,0.0,,,,,,0,yes,5,fair,"The well is not protected, all wastaged water draws back yo the shallow well",,1-Feb-21,Bought pipe drawn water from the shallow supplies donkey cart.,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-31,12.0,04/12/2020,-0.3401867,42.5689301,yes,,Yes,,35200,650,400,2500,0.0,,,,,,0,yes,2,good,Shading and long pipes,,27-Mar-22,Shading and more pipes,
,Dug Well,Somaliland Ministry of Water Resources Development,2022-04-26,1.0,25/03/2022,9.6502062,44.2571853,yes,,Yes,,5500,,,,,,,,,,0,yes,16,,Good condition of supply system ,,,,
,Berkad,FGS Ministry of Energy and Water Resources,2022-03-25,10.0,25/03/1989,2.8565043,43.0018021,no,6,No,"The water was stopped 7 years ago, cause of lack of rain and drought",2000,3000,400,200,4.0,,,18.0,9.0,,1800,no,,poor,Supply system is very poor because of the berked has no pipeline fancing kiosk and etc,,26-Mar-20,Digging of berked,
,Berkad,FGS Ministry of Energy and Water Resources,2022-03-25,7.0,25/03/1973,2.8726554,42.9834311,no,3,No,Before 7 months because of lack of rain,500,1000,700,800,2.0,,4.0,,20.0,,400,no,,poor,Poor,,26-Mar-19,Rehabilitation and digging of berked,
,Berkad,FGS Ministry of Energy and Water Resources,2022-03-25,10.0,25/03/1985,2.8802641,43.0030254,no,6,No,The water was stopped before  months  because sailer of rain season,1000,1500,500,600,3.0,,3.0,20.0,15.0,,500,no,,poor,There is no good supply system,,26-Mar-18,Digging,
,Dam,FGS Ministry of Energy and Water Resources,2022-03-22,2.0,28/08/2013,2.78006,44.0823217,no,5,No,It's dry ,630,0,0,195,1.0,,,,,,,,,,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-29,,23/12/2018,4.441,45.1317,yes,,Yes,,2400,,,,,,,,,,,,,fair,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-17,,12/12/2015,2.629167,44.83778,yes,,Yes,,,1800,600,900,,,,,,,,,,poor,,,,,
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-04-13,1.0,14/05/2000,10.2141718,48.7727489,yes,,Yes,,1800,200,,700,,,,,,,,yes,13,fair,"No main raising pipes and submersible pump.
No distribution pipe lines.",,31/03/2021,"1: Generator 
2: Digged the deep of well",
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-24,0.5,25/03/2022,4.1249479,43.8913415,no,9,Yes,,3000,0,0,0,0.0,,,,,,0,no,,fair,The water well is almost limited due to seaonal time in recommendations rehabilataion of water tank digging more miters in the depth and installation solar system with quality pupm,,25-Mar-22,Construction of water tank caretaker room istallaion of 1.5 submersible pupm,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-24,1.0,24/03/2022,4.1268699,43.8912627,yes,,Yes,,1900,0,0,0,0.0,,,,,,0,no,,fair,Less of capacity of water pumping systems ,,24-Mar-22,Elevated water tank and submersible pupm caretaker room,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-28,3.0,28/03/2007,2.1386998,45.1236187,yes,,Yes,,400,0,0,0,0.0,,,,,,0,no,,good,The system of supply condition is well,,28-Oct-20,Removing the soil from the well and maintaining of water tank,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-28,6.0,28/03/2013,2.1268212,45.1294782,yes,,Yes,,500,0,0,0,4.0,,,,,,1,yes,2,good,We use irrigation farmer,,28-Jan-22,Construction of One room for generator and submersible change,
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-03-20,0.1,20/03/1991,11.128186,51.0563147,yes,,Yes,,900,500,,1000,,,,,,,2,yes,3,fair,"There is no good yield.
The elevated water tank is  very ismall",21/09/2019,20/10/2021,"Installation of solar power system.
Installation of pump and raising pipes.
Construction 6 kiosks and it's distribution pipe line.
Construction of generator room",
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-03-20,0.5,20/06/2021,11.003073,51.0976064,yes,,Yes,,360,600,,2000,0.25,,,,,,2,yes,7,fair,"The yield of dug well is low.
The water demand of the village and surrounding area is very high.",20/12/2021,20/11/2021,Installation of solar power system.,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-19,8.0,19/01/2020,0,0,no,12,Yes,,340,60,154,254,1.0,,,,,,,no,,fair,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-16,2.0,10/10/2002,4.734971,45.2066398,yes,,Yes,,3920,,,,,,,,,,0,no,,good,Ok,,15-Nov-20,Generator ,
,Dug Well,Somaliland Ministry of Water Resources Development,2022-04-16,0.1,15/05/1991,9.7682462,44.6896322,yes,,Yes,,2000,100,0,1500,0.0,,,,,,0,no,,poor,Very poor becouse of the pump and pipe and also droughts.,,11/07/2008,"Engine rehapilitation, solar instalation.",
,Borehole,FGS Ministry of Energy and Water Resources,,,1/1/2009,3.1517,43.6282,Yes,,Yes,,,,,,,,,,,,,,,,,,,,
,Borehole,Puntland Ministry of Energy Minerals and Water,2022-02-19,1.0,18/01/2007,8.7252347,49.3311253,yes,,No,"12/2/2022 the day stopped functioning.
Main raising pipes requires changing.",9600,2000,0,5000,1.0,,,,,,2,yes,5,good,"Pump conditionis is good, 
Condition of the pipelines are good. elevated water tank is intact.",01/01/2022,28/05/2021,Replacement of main raising pipe.,
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-03-19,6.0,19/09/2005,10.4381589,51.2515067,yes,,Yes,,1500,200,,2000,,,,,,,,no,,poor,"The yield is very low.
Both dug well distribute water to 1 elevated water tank.",,20/08/2012,"1: Installation of solar power system.
2: Supplied generator",
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-29,2.0,29/03/2020,2.1470624,45.1183974,yes,,Yes,,1260,0,0,0,0.0,,,,,,0,yes,2,good,Distribution of families who live in the area ,29-Jun-21,1-Jan-22,Pipeline and pump repair ,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-29,,22/07/2013,4.753113,45.2163659,yes,,Yes,,,,,,,,,,,,,,,fair,,,,,
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-03-19,6.0,22/06/2015,10.4353928,51.2490906,yes,,Yes,,1500,200,,2500,,,,,,,1,no,,poor,"The yield is very low.
Xaafun have two dug well, both they distribute water to 1 elevated water tank.
The water tank distribute water to the kiosks in the village and animal troughs.",18/07/2021,17/02/2022,"1: Installation of solar power system.
2: Supplied submersible pump.
3: Rehabilation of elevated water tank in order to stop water leaking.
4: Rehabilitation of caretaker room",
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-30,,23/12/2000,4.4419,45.1223,yes,,Yes,,1200,,,,,,,,,,,,,fair,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-04-22,,01/01/2015,4.826863,43.655213,no,,Yes,,5100,,,,,,,,,,,,,fair,,,,,
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-04-09,1.5,01/01/2014,10.9206903,49.2572814,yes,,Yes,,1200,,,,,,,,,,,no,,poor,"Pipelines are rusted 
Water tank needs roof top",01/01/2006,01/01/2017,Carried out a Rehabilitation of water tank,
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-02-22,0.3,22/01/2017,8.2704521,49.8270006,yes,,Yes,,7000,2000,,5000,0.0,,,,,,3,yes,12,poor,Destroyed dug well,22/01/2017,22/01/2018,Construction of ground tank,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-30,1.5,26/12/2017,3.8553192,45.5705965,yes,,Yes,,3150,,,,,,,,,,0,yes,12,good,This water need solar system ,,30-Mar-21,Rehabilitation ,
,Borehole,Puntland Ministry of Energy Minerals and Water,2022-02-27,0.5,27/04/1958,9.7826007,49.7291179,yes,,No,"15/1/2022
The pump stopped  the working",24000,4500,60,9000,0.25,,,,,,1,yes,10,poor,"The water tanks are leaking, and there is no enough animal troughs.",19/09/1998,04/01/2021,"Installation of solar power system.
Installation of new submersible pump.",
,Borehole,Puntland Ministry of Energy Minerals and Water,2022-04-10,3.0,25/08/2014,10.669785,48.4850717,yes,,No,"1/14/2022
The reason is generator has stopped functioning.
",3600,300,100,1500,,,,,,,4,yes,2,,,30/12/2015,26/06/2017,"Replacement of main raising and submersible pump.
Construction of 1 water kiosks.
Construction of toilet.
",
,Dug Well,FGS Ministry of Energy and Water Resources,2022-06-09,1.0,08/04/2016,0.5200223,42.0752499,yes,,Yes,,3000,0,0,0,1.0,,,,,,0,yes,10,fair,The generator is not bad but the wiring cables and the protection of the power source is extremely poor.,,10-Jun-20,renovation ,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-16,2.0,10/10/1991,4.7328474,45.2071241,yes,,Yes,,700,,,,,,,,,,0,no,,good,Ok,11-Oct-16,14-Jan-16,"Generator, elevator water tanker ",
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-29,2.0,29/03/2006,2.1500983,45.1204953,yes,,Yes,,2700,0,0,0,3.0,,,,,,0,no,,good,"Mosques, schools, madrasha and families",,20-Mar-22,Remove the soil and Maintaian pipeline and additional pump ,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-06-12,2.0,17/08/2018,4.1457387,42.059873,yes,,Yes,,9684,,,,,,,,,,0,no,,good,very good supply of water,8-Oct-19,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-29,2.5,29/03/2009,2.1530451,45.1195002,yes,,Yes,,3415,0,0,0,0.0,,,,,,0,yes,15,good,"Mosques for free, madrasah free ",,30-Jan-22,"Maintain water tanka, pipeline replacement for 400M",
,Dug Well,Somaliland Ministry of Water Resources Development,2022-04-25,0.1,25/01/2022,9.6745899,43.7589352,yes,,Yes,,150,,,,,,,,,,0,no,,,,,,,
,Dug Well,Somaliland Ministry of Water Resources Development,2022-04-25,0.1,25/04/1980,9.6740442,43.7590431,yes,,Yes,,200,,,,,,,,,,0,no,,,Very poor supply system,,,,
,Dug Well,Somaliland Ministry of Water Resources Development,2022-04-14,1.0,,9.698896,44.362768,yes,,Yes,,2800,100,0,1000,0.0,,,,,,3,yes,2,poor,In ceel la helay supply system is poor becouse water tunkers take the water from the dug well to the village and buy it while all the pipes failed for transmition of water.,,,,
,Dug Well,Somaliland Ministry of Water Resources Development,2022-04-26,1.0,26/08/2021,9.6501377,44.2585041,yes,,Yes,,500,0,0,0,0.0,,,,,,0,yes,20,,Very good condition of supply system ,,,,
,Dug Well,Somaliland Ministry of Water Resources Development,2022-04-13,1.5,,9.7664003,44.2923772,yes,,Yes,,3000,100,0,1500,20.0,,,,,,0,yes,4,fair,Good supply system to the watertankers.,,,,
,Borehole,Puntland Ministry of Energy Minerals and Water,2022-04-13,0.8,01/01/2012,9.7419147,48.8105915,yes,,No,"Since March 2022
Submersible pump stopped working
And the main raising pipes are rusted and leaking.",120,5000,,15000,,,,,,,3,no,,poor,"1:Submersible pump has stopped working.
2:Pipes and the pipelines are leaking and also the water tank is leaking ",,01/01/2019,"PSAWEN - provided the replacement of submersible pump only.

NRC- provided the solar system only.",
,Dug Well,Somaliland Ministry of Water Resources Development,2022-04-25,0.1,25/04/2021,9.6738638,43.7586429,yes,,Yes,,0,,,,,,,,,,0,yes,18,,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-30,,23/07/1950,4.441,45.1317,yes,,Yes,,6000,,,,,,,,,,,yes,,fair,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-04-19,,01/01/2010,2.762016,44.098096,no,,Yes,,3600,,,,,,,,,,,,,fair,,,,,
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-03-29,0.0,29/03/1981,8.2807114,48.2980123,yes,,Yes,,1050,,,,,,,,,,0,no,,fair,,29/03/2017,29/03/2020,1. Construction of steel tank,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-16,2.5,12/10/2002,2.2172281,45.3975772,yes,,Yes,,1860,,,,,,,,,,2,no,,poor,In a good condition,,14-Mar-14,Construction of animal troughs and communal water point,
,Dug Well,Somaliland Ministry of Water Resources Development,2022-03-30,0.25,30/12/2006,11.1747362,43.4406391,yes,,Yes,,3500,,,,,,,,,,2,no,,good,The supply is poor becouse the yeid of the dug well is low ,16/07/2016,23/11/2021,Bump replacement,
,Dug Well,Somaliland Ministry of Water Resources Development,2022-05-09,1.0,08/02/2016,10.0279884,43.3705481,yes,,Yes,,10000,,,,,,,,,,0,no,,fair,This dugwell is connected to the reservoir,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-16,4.5,13/09/2016,2.2223083,45.3220133,yes,,Yes,,580,0,0,0,,,,,,,,no,,good,Is a good condition,,12-Oct-22,Installation of Solar system and submersible pump,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-29,,23/11/1997,4.7336458,45.2054732,yes,,Yes,,3600,,,,,,,,,,,,,fair,,,,,
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-03-21,0.1,10/01/2012,10.4938131,50.6961789,yes,,Yes,,2000,,,,,,,,,,,no,,fair,"Yield is very low.
The tank is small.
The rate of solar is low.",21/07/2019,24/11/2019,"Replacement of distribution pipe line.
Construction of 6 kiosks.
Generator 
Pump.",
,Borehole,Puntland Ministry of Energy Minerals and Water,2022-04-12,3.0,01/01/2019,10.1218743,48.4115493,yes,,No,"28 March 2022
Submersible pump has stopped functioning",3600,2000,,4000,,,,,,,3,no,,poor,"Submersible pump need replacement 
Elevated water tank can't supply the settlement 
The solar is not functioning and needs a repair.",,01/07/2021,Replacement of submersible pump,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-17,,13/12/2015,2.651111,44.86694,yes,,Yes,,,500,1000,2000,,,,,,,,,,fair,,,,,
,Borehole,Puntland Ministry of Energy Minerals and Water,2022-04-10,,26/08/2014,10.7053494,48.4147012,yes,,No,"17/ 9/ 2021
The reason is pump has stopped the functioning.",9000,600,,1500,,,,,,,2,yes,20,,,,26/06/2020,"Solar.
Replacement of submersible pump.",
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-30,,23/01/1984,4.4416,45.1212,yes,,Yes,,1500,,,,,,,,,,,no,,fair,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-21,0.0,21/07/2017,2.8201289,45.5343616,yes,,Yes,,4890,,,,,,,,,,,no,,fair,It's in a good condition ,,,,
,Dug Well,Somaliland Ministry of Water Resources Development,2022-05-02,2.1,24/12/2014,9.5133137,43.8847605,no,10,Abandoned,,,,,,,,,,,,0,no,,poor,There is no water system,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-16,1.0,10/06/2005,2.174565,45.3538286,yes,,Yes,,3985,100,70,100,,,,,,,3,no,,fair,It's in a good condition,,17-Aug-18,Rehabilitation of animal troughs and Generator room,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-17,0.0,13/07/2017,2.2444,45.49756,yes,,Yes,,1280,,,,,,,,,,,no,,good,It's in a good condition ,17-Jun-21,17-Jun-21,"Deepening and Decementation, supply of generator, submersible pump and GI pipes.",
,Dug Well,Somaliland Ministry of Water Resources Development,2022-05-09,1.0,09/03/2016,10.027075,43.3709305,yes,,Yes,,5000,,,,,,,,,,0,no,,fair,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-16,2.0,12/07/2007,2.2478558,45.2901642,yes,,Yes,,2480,,,,,,,,,,,no,,fair,It's in a good condition,,11-Feb-14,"Construction of animal troughs, generator room, water kiosk and supply of Generator",
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-16,1.0,12/05/2012,2.2114974,45.312031,yes,,Yes,,3080,200,300,0,,,,,,,2,no,,fair,It's in a a good condition,,7-Feb-22,"Rehabilitation of Elevated water tank, Decementation and new gangfa115 generator",
,Borehole,FGS Ministry of Energy and Water Resources,,,1/1/2016,3.1398,43.6531,Yes,,Yes,,,,,,,,,,,,,,,,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-17,1.0,12/11/1997,2.2406893,45.4676648,yes,,Yes,,1380,40,300,,,,,,,,,no,,poor,It's in a good condition,,16-Oct-20,Decementation and pump,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-17,0.0,05/10/1998,2.1980746,45.4365913,yes,,Yes,,3860,180,400,300,0.25,,,,,,2,no,,good,It's in a good condition,,9-Feb-12,"Elevated water tank, animal troughs and water kiosk",
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-16,2.0,11/11/2008,2.1625368,45.3842762,yes,,Yes,,1860,,,,,,,,,,,no,,fair,In a a good condition,,8-Dec-22,Decementation and change GI pipes,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-16,1.5,11/09/2008,2.2611239,45.3241606,yes,,Yes,,1448,,,,,,,,,,,no,,fair,Good,,11-Oct-19,Deepening and chnage the submersible pump,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-29,,23/08/2006,4.7149432,45.1923236,yes,,Yes,,,600,400,900,50.0,,,,,,,,,good,It's in a good condition ,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-15,1.0,15/03/1960,2.1794011,45.3991091,yes,,Yes,,2150,0,0,0,0.0,,,,,,0,no,,poor,It's in a normal condition,,15-Oct-13,"Deepening of the source, installation of submersible pump, construction of Generator room, construction of caretaker room and animal troughs",
,Dam,FGS Ministry of Energy and Water Resources,2022-04-19,,01/01/1978,2.2541,42.58652,no,,No,,1500,,,,,,,,,,,,,,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-16,1.5,11/09/2015,2.1637874,45.3818902,yes,,Yes,,1860,,,,,,,,,,,no,,fair,It's in a good condition,,11-Feb-22,Change submersible pump and Generator,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-16,0.0,09/04/2006,2.2536828,45.3114063,yes,,Yes,,1860,200,300,0,0.5,,,,,,2,no,,fair,Good,,11-Oct-21,Change submersible pump,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-29,,24/08/2012,4.84869,45.24079,yes,,Yes,,3600,800,200,1000,,,,,,,,,,fair,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-17,0.0,12/06/2018,2.3387543,45.3926459,yes,,Yes,,2480,,,,,,,,,,1,no,,poor,It's not in a good condition,,7-May-19,Deepening and Decementation,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-30,,22/06/2006,4.441,45.1212,yes,,Yes,,1800,,,,,,,,,,,no,,fair,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-17,0.0,19/10/2006,2.2165404,45.4273485,yes,,Yes,,1340,,,,,,,,,,,no,,good,It's in a good condition,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-17,2.0,12/12/2019,2.2110018,45.4956585,yes,,Yes,,1480,120,300,180,,,,,,,3,no,,good,It's in a good condition,,14-Jan-20,Installation of another submersible pump and Decementation,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-17,0.0,14/01/1983,2.230655,45.49756,yes,,Yes,,1680,,,,,,,,,,2,no,,good,It's in a good condition ,14-Jun-21,7-Jun-21,"Construction of generator room, deepening and Decementation, rehabilitation of water kiosk and animal troughs and supply of submersible pump and Generator.",
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-03-17,1.0,18/12/2010,10.4237422,50.9179111,yes,,Yes,,900,150,,900,,,,,,,1,no,,fair,"The yield of dug well is very low.
The solar power system has no more KVA.",21/07/2012,16/02/2022,"Construction of elevated water tank.
Construction of 2 kiosks.",
,Dug Well,Somaliland Ministry of Water Resources Development,2022-03-29,5.0,24/10/2015,11.42396,43.29576,yes,,Yes,,10000,8000,0,30000,1.0,,,,,,3,yes,2,fair,"This encounters problems that come from the prosoupis invasion, which is under direct atrack to the water source and the transmission main line and if not solved ergantly the system will no longer be in place.",,15/03/2022,Generator 30 KVA,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-30,,22/07/2006,4.4422,45.1214,yes,,Yes,,,,,,,,,,,,,,,fair,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-29,,23/08/2006,4.84849,45.23971,yes,,Yes,,3600,900,300,1000,,,,,,,,,,fair,,,,,
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-04-05,5.0,05/01/2020,11.2798887,49.2059442,yes,,Yes,,,,,,,,,,,,,,,good,,,06/01/2022,Replacement of main raising pipes,
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-04-05,5.0,12/09/2019,11.2800083,49.2059333,yes,,Yes,,,,,,,,,,,,,,,good,,,05/01/2022,Replacement of main rasing pipes and submersible pump,
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-04-05,5.0,06/08/2017,11.2804433,49.2052,yes,,Yes,,,,,,,,,,,,,,,good,,,05/02/2022,Replacement of main raising pipes and submersible pump,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-04-19,,01/01/2007,2.69577,43.69343,no,,Yes,,2100,,,,,,,,,,,,,fair,,,,,
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-03-19,0.25,22/02/2013,10.8849252,51.1128905,yes,,Yes,,1080,,,,,,,,,,1,no,,poor,Yield is very low.,21/09/2019,23/01/2021,"1: Installation of solar power system.
2: Installation of submersible pump and raising pipes.
3: Rehabilitation of generator room.
4: Generator.",
,Dug Well,Somaliland Ministry of Water Resources Development,2022-05-09,,,10.3008612,43.5226104,yes,,Yes,,1400,,,,,,,,,,,no,,fair,The system js well connected to the reservoir.  There is no connected households.,,,Reservoir construction,
,Dug Well,Somaliland Ministry of Water Resources Development,2022-05-09,1.5,08/03/2017,10.2208626,43.6261773,yes,,Yes,,17500,,,,,,,,,,0,no,,fair,The supply is well connected to a public points within the village,,,Construction of reservoir,
,Dug Well,Somaliland Ministry of Water Resources Development,2022-05-07,1.0,01/04/1986,10.32369,42.83967,yes,,Yes,,,,,,,,,,,,0,no,,fair,There is more than 600 household with connected water. But the public places are not connected well.,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-30,,19/12/1998,4.449,45.1217,yes,,Yes,,9000,,,,,,,,,,,no,,fair,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-29,,23/08/2002,4.445,45.1223,yes,,Yes,,1800,,,,,,,,,,,,,fair,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-30,,25/11/2015,4.4458,45.113,yes,,Yes,,15000,,,,,,,,,,,,,poor,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-30,,22/08/2006,4.4411,45.1244,yes,,Yes,,18000,,,,,,,,,,,,,fair,,,,,
,Borehole,Association for Participation in Development,2022-04-11,,11/04/2022,8.5068311,47.4043835,no,,No,,,,,,,,,,,,,,,,,,,,
,Borehole,FGS Ministry of Energy and Water Resources,2022-03-22,0.0,15/09/2020,2.8190029,45.4482038,yes,,No,"2 weeks ago, due to the submersible pump issue ",4860,,800,,,,,,,,1,no,,fair,It's in a normal condition ,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-30,,22/07/1996,4.449,45.1217,yes,,Yes,,600,,,,,,,,,,,no,,fair,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-29,,18/05/2001,4.91747,45.22123,yes,,Yes,,3600,800,100,600,,,,,,,,,,fair,,,23-Jun-15,Solar Powered System ,
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-04-09,0.5,01/01/2003,10.6839932,48.6763163,yes,,Yes,,900,,,,,,,,,,,no,,poor,"1:Submersible pump is not functioning properly.
2:And the well needs to be expanded deeply. ",,01/01/2017,"Elevated water tank 
Solar
Submersible pump ",
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-03-02,1.0,22/08/2015,9.2454713,50.6056739,yes,,Yes,,3600,,,,,,,,,,,,,,,,22/08/2019,Extension of distribution pipe line to village,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-30,,22/11/2006,4.4424,45.1243,yes,,Yes,,30000,,,,,,,,,,,,,fair,,,,,
,Dug Well,Somaliland Ministry of Water Resources Development,2022-05-07,0.5,01/12/1991,10.3266971,42.8408477,yes,,Yes,,2500,,,,,,,,,,0,no,,fair,"This dugwell is jointed with xariirad borehole, and together they feed 700 household.",,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-04-25,,,4.0625,43.79545,yes,,Yes,,,,,,,,,,,,,,,poor,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-30,3.0,13/01/1998,2.1514949,45.1228462,yes,,Yes,,3500,0,0,0,1.0,,,,,,0,yes,2,poor,"In January, February, March and first 15 days of April there is a gab for our supply system ",19-Nov-10,18-Mar-08,"Provision of new dug well, distribution of Chlorine ",
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-30,1.0,29/11/2004,2.1418269,45.1153118,yes,,Yes,,1600,0,0,0,0.0,,,,,,0,no,,poor,After starting the work every thing was going good but after 2 years there was poor supply system ,,18-Feb-22,Remove the soil from the well and replace the old pipeline ,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-05-17,,12/12/2015,2.686389,44.86417,yes,,Yes,,,300,700,1800,,,,,,,,,,poor,,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-04-25,,20/11/2017,4.22053,43.87837,yes,,Yes,,385,,,,,,,,,,,,,poor,,,,,
,Dug Well,Somaliland Ministry of Water Resources Development,2022-04-05,3.0,01/03/1994,9.9929882,45.174191,yes,,Yes,,2000,3000,1500,15000,0.0,,,,,,4,no,,good,Very good supply system in Hudisa the dug well has no draw down becouse of plenty of water it has,,,No intervention carried out,
,Borehole,FGS Ministry of Energy and Water Resources,,,1/1/2016,3.1398,43.654,Yes,,Yes,,,,,,,,,,,,,,,,,,,,
,Dug Well,Somaliland Ministry of Water Resources Development,2022-04-05,5.0,01/01/1996,10.0741311,45.1737373,yes,,Yes,,2100,,,,,,,,,,0,no,,good,Laalays has very good supply system,,,No intervention carried out,
,Dug Well,Puntland Ministry of Energy Minerals and Water,2022-03-07,0.4,16/03/2004,9.594538,50.4708793,yes,,Yes,,1200,,,,,,,,,,,no,,poor,"The yield of a dug well is very low.
The solar power system of qoton is 6 panels only.",20/09/2005,07/08/2020,"1:Supplied of diesel generator 
2: Construction generator room.
3: Installation of solar power system which contain 6 panels.
4: Replacement of submersible pump.",
,Dug Well,Somaliland Ministry of Water Resources Development,2022-04-30,5.0,30/04/1999,9.5430777,43.9926827,no,9,No,For water shortage,,,,,,,,,,,,,,,,,,,
,Dug Well,Somaliland Ministry of Water Resources Development,2022-05-07,1.0,04/10/2000,10.5148562,42.8891548,yes,,Yes,,5000,,,,,,,,,,,no,,fair,"The water is connected to the reservoir, which is connected to many kiosks trough a pipeline.",,,,
,Dug Well,Galmudug Ministry of Energy and Water Resources,2022-03-20,0.0,20/03/2002,5.3082874,45.886158,yes,,Yes,,16200,,,,,,,,,,0,no,,fair,The source is dug well,,"1. Pump rehabilitation
2. Rehabilitation ",Community ,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-03-24,1.0,25/03/2022,4.1262701,43.8898909,no,10,Yes,,1600,800,120,600,0.0,,,,,,3,no,,good,Rehabilatation ,,25-Mar-22,N/A,
